combination,quantity,population,recordings_per_model,models,mean_sensitivity,min_sensitivity,max_sensitivity,M_secondary_diagnostic
P+F,50,locked_test,53,5,0.3169811320754717,0.22641509433962265,0.3584905660377358,False
P+F,all,all_eligible,276,5,0.49855072463768113,0.463768115942029,0.5398550724637681,False
P+F,all,development,223,5,0.5031390134529148,0.4618834080717489,0.5426008968609866,False
P+F,all,locked_test,53,5,0.47924528301886793,0.4339622641509434,0.5283018867924528,False
P+F+H,100,all_eligible,276,5,0.6079710144927536,0.5471014492753623,0.717391304347826,False
P+F+H,100,development,223,5,0.62152466367713,0.5605381165919282,0.726457399103139,False
P+F+H,100,locked_test,53,5,0.5509433962264151,0.4339622641509434,0.6792452830188679,False
P+F+H,200,all_eligible,276,5,0.7043478260869566,0.6630434782608695,0.7463768115942029,False
P+F+H,200,development,223,5,0.7201793721973094,0.672645739910314,0.7668161434977578,False
P+F+H,200,locked_test,53,5,0.6377358490566037,0.6226415094339622,0.660377358490566,False
P+F+H,25,all_eligible,276,5,0.4891304347826087,0.30434782608695654,0.6014492753623188,False
P+F+H,25,development,223,5,0.4923766816143498,0.3183856502242152,0.600896860986547,False
P+F+H,25,locked_test,53,5,0.47547169811320755,0.24528301886792453,0.6037735849056604,False
P+F+H,50,all_eligible,276,5,0.5333333333333333,0.39855072463768115,0.6376811594202898,False
P+F+H,50,development,223,5,0.5497757847533632,0.4260089686098655,0.6547085201793722,False
P+F+H,50,locked_test,53,5,0.4641509433962264,0.2830188679245283,0.5660377358490566,False
P+F+H,all,all_eligible,276,5,0.6304347826086957,0.6123188405797102,0.644927536231884,False
P+F+H,all,development,223,5,0.6448430493273543,0.6188340807174888,0.6636771300448431,False
P+F+H,all,locked_test,53,5,0.569811320754717,0.5471698113207547,0.5849056603773585,False
P+F+H+M,100,all_eligible,276,5,0.5971014492753624,0.5543478260869565,0.6666666666666666,True
P+F+H+M,100,development,223,5,0.6134529147982063,0.5695067264573991,0.6771300448430493,True
P+F+H+M,100,locked_test,53,5,0.5283018867924528,0.49056603773584906,0.6226415094339622,True
P+F+H+M,200,all_eligible,276,5,0.6797101449275362,0.6630434782608695,0.7065217391304348,True
P+F+H+M,200,development,223,5,0.6959641255605381,0.6771300448430493,0.7174887892376681,True
P+F+H+M,200,locked_test,53,5,0.6113207547169811,0.5660377358490566,0.660377358490566,True
P+F+H+M,25,all_eligible,276,5,0.4623188405797101,0.2826086956521739,0.5688405797101449,True
P+F+H+M,25,development,223,5,0.46367713004484307,0.3004484304932735,0.5739910313901345,True
P+F+H+M,25,locked_test,53,5,0.45660377358490567,0.20754716981132076,0.5471698113207547,True
P+F+H+M,50,all_eligible,276,5,0.4876811594202899,0.35144927536231885,0.572463768115942,True
P+F+H+M,50,development,223,5,0.49865470852017935,0.3811659192825112,0.57847533632287,True
P+F+H+M,50,locked_test,53,5,0.44150943396226416,0.22641509433962265,0.5471698113207547,True
P+F+H+M,all,all_eligible,276,5,0.6268115942028986,0.6195652173913043,0.644927536231884,True
P+F+H+M,all,development,223,5,0.6448430493273543,0.6367713004484304,0.6681614349775785,True
P+F+H+M,all,locked_test,53,5,0.5509433962264151,0.5471698113207547,0.5660377358490566,True
P+F+M,100,all_eligible,276,5,0.5181159420289855,0.4492753623188406,0.5760869565217391,True
P+F+M,100,development,223,5,0.5273542600896861,0.4663677130044843,0.57847533632287,True
P+F+M,100,locked_test,53,5,0.47924528301886793,0.37735849056603776,0.6037735849056604,True
P+F+M,200,all_eligible,276,5,0.6260869565217392,0.5760869565217391,0.677536231884058,True
P+F+M,200,development,223,5,0.6340807174887892,0.5919282511210763,0.6816143497757847,True
P+F+M,200,locked_test,53,5,0.5924528301886792,0.5094339622641509,0.660377358490566,True
P+F+M,25,all_eligible,276,5,0.5499999999999999,0.3804347826086957,0.6666666666666666,True
P+F+M,25,development,223,5,0.5605381165919283,0.4125560538116592,0.6681614349775785,True
P+F+M,25,locked_test,53,5,0.5056603773584906,0.24528301886792453,0.660377358490566,True
P+F+M,50,all_eligible,276,5,0.4826086956521739,0.3804347826086957,0.5579710144927537,True
P+F+M,50,development,223,5,0.4905829596412556,0.39461883408071746,0.5515695067264574,True
P+F+M,50,locked_test,53,5,0.4490566037735849,0.32075471698113206,0.5849056603773585,True
P+F+M,all,all_eligible,276,5,0.5956521739130435,0.5760869565217391,0.6159420289855072,True
P+F+M,all,development,223,5,0.5991031390134529,0.57847533632287,0.6233183856502242,True
P+F+M,all,locked_test,53,5,0.5811320754716981,0.5283018867924528,0.6037735849056604,True
P+H,100,all_eligible,276,5,0.6536231884057971,0.6231884057971014,0.6920289855072463,False
P+H,100,development,223,5,0.6663677130044843,0.6412556053811659,0.695067264573991,False
P+H,100,locked_test,53,5,0.6,0.5471698113207547,0.6792452830188679,False
P+H,200,all_eligible,276,5,0.5521739130434783,0.5217391304347826,0.572463768115942,False
P+H,200,development,223,5,0.5650224215246636,0.5336322869955157,0.5919282511210763,False
P+H,200,locked_test,53,5,0.4981132075471698,0.4716981132075472,0.5283018867924528,False
P+H,25,all_eligible,276,5,0.5427536231884058,0.4057971014492754,0.677536231884058,False
P+H,25,development,223,5,0.547085201793722,0.4125560538116592,0.6636771300448431,False
P+H,25,locked_test,53,5,0.5245283018867924,0.33962264150943394,0.7358490566037735,False
P+H,50,all_eligible,276,5,0.618840579710145,0.5579710144927537,0.677536231884058,False
P+H,50,development,223,5,0.6331838565022422,0.5919282511210763,0.6905829596412556,False
P+H,50,locked_test,53,5,0.5584905660377358,0.41509433962264153,0.6226415094339622,False
P+H,all,all_eligible,276,5,0.48985507246376814,0.4601449275362319,0.5108695652173914,False
P+H,all,development,223,5,0.5049327354260089,0.47533632286995514,0.5246636771300448,False
P+H,all,locked_test,53,5,0.42641509433962266,0.39622641509433965,0.4528301886792453,False
P+H+M,100,all_eligible,276,5,0.5891304347826087,0.572463768115942,0.6014492753623188,True
P+H+M,100,development,223,5,0.6053811659192825,0.5919282511210763,0.6188340807174888,True
P+H+M,100,locked_test,53,5,0.5207547169811321,0.4528301886792453,0.5471698113207547,True
P+H+M,200,all_eligible,276,5,0.5224637681159421,0.5108695652173914,0.5362318840579711,True
P+H+M,200,development,223,5,0.547085201793722,0.5291479820627802,0.5650224215246636,True
P+H+M,200,locked_test,53,5,0.4188679245283019,0.37735849056603776,0.4339622641509434,True
P+H+M,25,all_eligible,276,5,0.46159420289855074,0.3333333333333333,0.5543478260869565,True
P+H+M,25,development,223,5,0.46457399103139013,0.336322869955157,0.5560538116591929,True
P+H+M,25,locked_test,53,5,0.4490566037735849,0.32075471698113206,0.5471698113207547,True
P+H+M,50,all_eligible,276,5,0.5492753623188406,0.4782608695652174,0.6123188405797102,True
P+H+M,50,development,223,5,0.5569506726457399,0.4798206278026906,0.6278026905829597,True
P+H+M,50,locked_test,53,5,0.5169811320754717,0.4339622641509434,0.5849056603773585,True
P+H+M,all,all_eligible,276,5,0.4826086956521739,0.4601449275362319,0.5072463768115942,True
P+H+M,all,development,223,5,0.5013452914798207,0.4798206278026906,0.5336322869955157,True
P+H+M,all,locked_test,53,5,0.4037735849056604,0.37735849056603776,0.4339622641509434,True
P+M,100,all_eligible,276,5,0.6753623188405797,0.5905797101449275,0.7318840579710145,True
P+M,100,development,223,5,0.6878923766816144,0.6098654708520179,0.7443946188340808,True
P+M,100,locked_test,53,5,0.6226415094339622,0.5094339622641509,0.6792452830188679,True
P+M,200,all_eligible,276,5,0.6152173913043478,0.5869565217391305,0.6666666666666666,True
P+M,200,development,223,5,0.6313901345291479,0.6053811659192825,0.6860986547085202,True
P+M,200,locked_test,53,5,0.5471698113207547,0.5094339622641509,0.5849056603773585,True
P+M,25,all_eligible,276,5,0.5623188405797102,0.35507246376811596,0.7065217391304348,True
P+M,25,development,223,5,0.5713004484304933,0.38565022421524664,0.7040358744394619,True
P+M,25,locked_test,53,5,0.5245283018867924,0.22641509433962265,0.7169811320754716,True
P+M,50,all_eligible,276,5,0.6731884057971015,0.5579710144927537,0.717391304347826,True
P+M,50,development,223,5,0.6834080717488789,0.57847533632287,0.7219730941704036,True
P+M,50,locked_test,53,5,0.630188679245283,0.4716981132075472,0.6981132075471698,True
P+M,all,all_eligible,276,5,0.5811594202898551,0.5507246376811594,0.6159420289855072,True
P+M,all,development,223,5,0.5946188340807175,0.5605381165919282,0.6367713004484304,True
P+M,all,locked_test,53,5,0.5245283018867924,0.49056603773584906,0.5471698113207547,True
R,100,all_eligible,276,5,0.8072463768115943,0.8043478260869565,0.8115942028985508,False
R,100,development,223,5,0.7982062780269058,0.7937219730941704,0.8026905829596412,False
R,100,locked_test,53,5,0.8452830188679246,0.8301886792452831,0.8679245283018868,False
R,200,all_eligible,276,5,0.8028985507246377,0.7971014492753623,0.8152173913043478,False
R,200,development,223,5,0.7991031390134529,0.7937219730941704,0.8116591928251121,False
R,200,locked_test,53,5,0.8188679245283019,0.8113207547169812,0.8301886792452831,False
R,25,all_eligible,276,5,0.8115942028985507,0.7898550724637681,0.8297101449275363,False
R,25,development,223,5,0.8,0.7847533632286996,0.8116591928251121,False
R,25,locked_test,53,5,0.8603773584905661,0.8113207547169812,0.9056603773584906,False
R,50,all_eligible,276,5,0.8007246376811594,0.7934782608695652,0.8079710144927537,False
R,50,development,223,5,0.7946188340807174,0.7892376681614349,0.7982062780269058,False
R,50,locked_test,53,5,0.8264150943396227,0.8113207547169812,0.8679245283018868,False
R,all,all_eligible,276,5,0.808695652173913,0.8079710144927537,0.8115942028985508,False
R,all,development,223,5,0.8026905829596412,0.8026905829596412,0.8026905829596412,False
R,all,locked_test,53,5,0.8339622641509434,0.8301886792452831,0.8490566037735849,False
R+F,100,all_eligible,276,5,0.41884057971014493,0.3695652173913043,0.5072463768115942,False
R+F,100,development,223,5,0.4197309417040359,0.3632286995515695,0.515695067264574,False
R+F,100,locked_test,53,5,0.41509433962264153,0.37735849056603776,0.4716981132075472,False
R+F,200,all_eligible,276,5,0.5405797101449276,0.5036231884057971,0.5905797101449275,False
R+F,200,development,223,5,0.5426008968609866,0.5022421524663677,0.5919282511210763,False
R+F,200,locked_test,53,5,0.5320754716981132,0.49056603773584906,0.5849056603773585,False
R+F,25,all_eligible,276,5,0.49782608695652175,0.39492753623188404,0.5398550724637681,False
R+F,25,development,223,5,0.49865470852017935,0.39461883408071746,0.5336322869955157,False
R+F,25,locked_test,53,5,0.49433962264150944,0.39622641509433965,0.5660377358490566,False
R+F,50,all_eligible,276,5,0.3615942028985507,0.3115942028985507,0.41304347826086957,False
R+F,50,development,223,5,0.3668161434977579,0.32286995515695066,0.42152466367713004,False
R+F,50,locked_test,53,5,0.33962264150943394,0.2641509433962264,0.41509433962264153,False
R+F,all,all_eligible,276,5,0.5253623188405797,0.4746376811594203,0.5615942028985508,False
R+F,all,development,223,5,0.5264573991031389,0.47533632286995514,0.5650224215246636,False
R+F,all,locked_test,53,5,0.5207547169811321,0.4716981132075472,0.5471698113207547,False
R+F+H,100,all_eligible,276,5,0.6260869565217392,0.5905797101449275,0.7028985507246377,False
R+F+H,100,development,223,5,0.6376681614349775,0.600896860986547,0.7130044843049327,False
R+F+H,100,locked_test,53,5,0.5773584905660377,0.5471698113207547,0.660377358490566,False
R+F+H,200,all_eligible,276,5,0.7405797101449275,0.7065217391304348,0.7681159420289855,False
R+F+H,200,development,223,5,0.7515695067264574,0.7174887892376681,0.7802690582959642,False
R+F+H,200,locked_test,53,5,0.6943396226415094,0.660377358490566,0.7169811320754716,False
R+F+H,25,all_eligible,276,5,0.5579710144927537,0.43478260869565216,0.6521739130434783,False
R+F+H,25,development,223,5,0.5632286995515695,0.452914798206278,0.6591928251121076,False
R+F+H,25,locked_test,53,5,0.5358490566037736,0.3584905660377358,0.6226415094339622,False
R+F+H,50,all_eligible,276,5,0.5833333333333334,0.5072463768115942,0.6557971014492754,False
R+F+H,50,development,223,5,0.5919282511210763,0.5246636771300448,0.6636771300448431,False
R+F+H,50,locked_test,53,5,0.5471698113207547,0.4339622641509434,0.6415094339622641,False
R+F+H,all,all_eligible,276,5,0.6818840579710145,0.6702898550724637,0.6956521739130435,False
R+F+H,all,development,223,5,0.694170403587444,0.6816143497757847,0.7085201793721974,False
R+F+H,all,locked_test,53,5,0.630188679245283,0.5849056603773585,0.660377358490566,False
R+F+H+M,100,all_eligible,276,5,0.6108695652173913,0.5688405797101449,0.6920289855072463,True
R+F+H+M,100,development,223,5,0.6286995515695067,0.5919282511210763,0.695067264573991,True
R+F+H+M,100,locked_test,53,5,0.5358490566037736,0.4716981132075472,0.6792452830188679,True
R+F+H+M,200,all_eligible,276,5,0.7195652173913044,0.7028985507246377,0.7608695652173914,True
R+F+H+M,200,development,223,5,0.7309417040358744,0.7130044843049327,0.7713004484304933,True
R+F+H+M,200,locked_test,53,5,0.6716981132075471,0.6415094339622641,0.7169811320754716,True
R+F+H+M,25,all_eligible,276,5,0.5065217391304347,0.39855072463768115,0.605072463768116,True
R+F+H+M,25,development,223,5,0.5112107623318386,0.4170403587443946,0.6098654708520179,True
R+F+H+M,25,locked_test,53,5,0.4867924528301887,0.32075471698113206,0.5849056603773585,True
R+F+H+M,50,all_eligible,276,5,0.5456521739130434,0.47101449275362317,0.6268115942028986,True
R+F+H+M,50,development,223,5,0.5515695067264574,0.47085201793721976,0.6233183856502242,True
R+F+H+M,50,locked_test,53,5,0.5207547169811321,0.37735849056603776,0.6415094339622641,True
R+F+H+M,all,all_eligible,276,5,0.6789855072463769,0.6594202898550725,0.6992753623188406,True
R+F+H+M,all,development,223,5,0.695067264573991,0.6771300448430493,0.7130044843049327,True
R+F+H+M,all,locked_test,53,5,0.6113207547169811,0.5660377358490566,0.6792452830188679,True
R+F+M,100,all_eligible,276,5,0.5826086956521739,0.532608695652174,0.6485507246376812,True
R+F+M,100,development,223,5,0.590134529147982,0.5426008968609866,0.6502242152466368,True
R+F+M,100,locked_test,53,5,0.5509433962264151,0.49056603773584906,0.6415094339622641,True
R+F+M,200,all_eligible,276,5,0.6789855072463769,0.644927536231884,0.7246376811594203,True
R+F+M,200,development,223,5,0.6825112107623318,0.6502242152466368,0.726457399103139,True
R+F+M,200,locked_test,53,5,0.6641509433962264,0.6226415094339622,0.7169811320754716,True
R+F+M,25,all_eligible,276,5,0.6,0.4746376811594203,0.7065217391304348,True
R+F+M,25,development,223,5,0.6071748878923767,0.48878923766816146,0.7085201793721974,True
R+F+M,25,locked_test,53,5,0.569811320754717,0.41509433962264153,0.6981132075471698,True
R+F+M,50,all_eligible,276,5,0.5369565217391304,0.4963768115942029,0.605072463768116,True
R+F+M,50,development,223,5,0.5417040358744395,0.5067264573991032,0.6053811659192825,True
R+F+M,50,locked_test,53,5,0.5169811320754717,0.4339622641509434,0.6037735849056604,True
R+F+M,all,all_eligible,276,5,0.6485507246376812,0.6304347826086957,0.6739130434782609,True
R+F+M,all,development,223,5,0.6538116591928251,0.6322869955156951,0.6905829596412556,True
R+F+M,all,locked_test,53,5,0.6264150943396226,0.6037735849056604,0.6792452830188679,True
R+H,100,all_eligible,276,5,0.605072463768116,0.5471014492753623,0.6557971014492754,False
R+H,100,development,223,5,0.5919282511210763,0.5515695067264574,0.6322869955156951,False
R+H,100,locked_test,53,5,0.660377358490566,0.5283018867924528,0.7547169811320755,False
R+H,200,all_eligible,276,5,0.6253623188405797,0.5760869565217391,0.6630434782608695,False
R+H,200,development,223,5,0.610762331838565,0.5695067264573991,0.6457399103139013,False
R+H,200,locked_test,53,5,0.6867924528301886,0.6037735849056604,0.7358490566037735,False
R+H,25,all_eligible,276,5,0.6231884057971014,0.5036231884057971,0.7246376811594203,False
R+H,25,development,223,5,0.6152466367713004,0.4977578475336323,0.7040358744394619,False
R+H,25,locked_test,53,5,0.6566037735849056,0.5283018867924528,0.8113207547169812,False
R+H,50,all_eligible,276,5,0.618840579710145,0.5543478260869565,0.6992753623188406,False
R+H,50,development,223,5,0.6071748878923766,0.547085201793722,0.6771300448430493,False
R+H,50,locked_test,53,5,0.6679245283018868,0.5849056603773585,0.7924528301886793,False
R+H,all,all_eligible,276,5,0.5855072463768116,0.5362318840579711,0.6231884057971014,False
R+H,all,development,223,5,0.5721973094170403,0.5291479820627802,0.6053811659192825,False
R+H,all,locked_test,53,5,0.6415094339622641,0.5660377358490566,0.6981132075471698,False
R+H+M,100,all_eligible,276,5,0.5760869565217391,0.5181159420289855,0.6086956521739131,True
R+H+M,100,development,223,5,0.568609865470852,0.5246636771300448,0.5874439461883408,True
R+H+M,100,locked_test,53,5,0.6075471698113207,0.49056603773584906,0.7169811320754716,True
R+H+M,200,all_eligible,276,5,0.5963768115942029,0.5688405797101449,0.6268115942028986,True
R+H+M,200,development,223,5,0.5775784753363229,0.5560538116591929,0.6053811659192825,True
R+H+M,200,locked_test,53,5,0.6754716981132075,0.6226415094339622,0.7169811320754716,True
R+H+M,25,all_eligible,276,5,0.5297101449275362,0.4528985507246377,0.6086956521739131,True
R+H+M,25,development,223,5,0.5246636771300448,0.4484304932735426,0.6053811659192825,True
R+H+M,25,locked_test,53,5,0.5509433962264151,0.4716981132075472,0.6226415094339622,True
R+H+M,50,all_eligible,276,5,0.558695652173913,0.5036231884057971,0.6231884057971014,True
R+H+M,50,development,223,5,0.5443946188340807,0.48878923766816146,0.6053811659192825,True
R+H+M,50,locked_test,53,5,0.6188679245283019,0.5660377358490566,0.6981132075471698,True
R+H+M,all,all_eligible,276,5,0.558695652173913,0.5289855072463768,0.6014492753623188,True
R+H+M,all,development,223,5,0.5497757847533632,0.5201793721973094,0.5874439461883408,True
R+H+M,all,locked_test,53,5,0.5962264150943396,0.5094339622641509,0.660377358490566,True
R+M,100,all_eligible,276,5,0.6920289855072463,0.6594202898550725,0.7391304347826086,True
R+M,100,development,223,5,0.6852017937219731,0.6547085201793722,0.7354260089686099,True
R+M,100,locked_test,53,5,0.720754716981132,0.6792452830188679,0.7547169811320755,True
R+M,200,all_eligible,276,5,0.7065217391304348,0.6847826086956522,0.7282608695652174,True
R+M,200,development,223,5,0.7094170403587444,0.6860986547085202,0.7354260089686099,True
R+M,200,locked_test,53,5,0.6943396226415094,0.6792452830188679,0.7169811320754716,True
R+M,25,all_eligible,276,5,0.6601449275362319,0.5507246376811594,0.7246376811594203,True
R+M,25,development,223,5,0.6565022421524663,0.5426008968609866,0.7219730941704036,True
R+M,25,locked_test,53,5,0.6754716981132075,0.5849056603773585,0.7358490566037735,True
R+M,50,all_eligible,276,5,0.6159420289855072,0.5688405797101449,0.6521739130434783,True
R+M,50,development,223,5,0.6035874439461884,0.5605381165919282,0.6367713004484304,True
R+M,50,locked_test,53,5,0.6679245283018868,0.6037735849056604,0.7169811320754716,True
R+M,all,all_eligible,276,5,0.6811594202898551,0.6666666666666666,0.7028985507246377,True
R+M,all,development,223,5,0.6816143497757848,0.6681614349775785,0.7085201793721974,True
R+M,all,locked_test,53,5,0.6792452830188679,0.660377358490566,0.7169811320754716,True
R+P,100,all_eligible,276,5,0.7717391304347826,0.7391304347826086,0.7934782608695652,False
R+P,100,development,223,5,0.7704035874439462,0.7443946188340808,0.7847533632286996,False
R+P,100,locked_test,53,5,0.7773584905660378,0.7169811320754716,0.8301886792452831,False
R+P,200,all_eligible,276,5,0.7876811594202898,0.7681159420289855,0.8152173913043478,False
R+P,200,development,223,5,0.7892376681614349,0.7713004484304933,0.8161434977578476,False
R+P,200,locked_test,53,5,0.7811320754716982,0.7547169811320755,0.8113207547169812,False
R+P,25,all_eligible,276,5,0.7115942028985507,0.5833333333333334,0.782608695652174,False
R+P,25,development,223,5,0.7103139013452915,0.5964125560538116,0.7713004484304933,False
R+P,25,locked_test,53,5,0.7169811320754718,0.5283018867924528,0.8301886792452831,False
R+P,50,all_eligible,276,5,0.7840579710144927,0.7681159420289855,0.8043478260869565,False
R+P,50,development,223,5,0.779372197309417,0.757847533632287,0.7982062780269058,False
R+P,50,locked_test,53,5,0.8037735849056604,0.7547169811320755,0.8301886792452831,False
R+P,all,all_eligible,276,5,0.7949275362318841,0.782608695652174,0.8188405797101449,False
R+P,all,development,223,5,0.7946188340807175,0.7847533632286996,0.8161434977578476,False
R+P,all,locked_test,53,5,0.7962264150943397,0.7735849056603774,0.8301886792452831,False
R+P+F,100,all_eligible,276,5,0.40652173913043477,0.3115942028985507,0.5181159420289855,False
R+P+F,100,development,223,5,0.4134529147982063,0.3183856502242152,0.5201793721973094,False
R+P+F,100,locked_test,53,5,0.3773584905660377,0.2830188679245283,0.5094339622641509,False
R+P+F,200,all_eligible,276,5,0.5391304347826087,0.4855072463768116,0.5978260869565217,False
R+P+F,200,development,223,5,0.5479820627802691,0.4977578475336323,0.600896860986547,False
R+P+F,200,locked_test,53,5,0.5018867924528302,0.4339622641509434,0.5849056603773585,False
R+P+F,25,all_eligible,276,5,0.5007246376811595,0.31521739130434784,0.6123188405797102,False
R+P+F,25,development,223,5,0.49955156950672647,0.3273542600896861,0.600896860986547,False
R+P+F,25,locked_test,53,5,0.5056603773584906,0.2641509433962264,0.660377358490566,False
R+P+F,50,all_eligible,276,5,0.35144927536231885,0.2608695652173913,0.43478260869565216,False
R+P+F,50,development,223,5,0.35874439461883406,0.26905829596412556,0.452914798206278,False
R+P+F,50,locked_test,53,5,0.32075471698113206,0.22641509433962265,0.37735849056603776,False
R+P+F,all,all_eligible,276,5,0.5115942028985507,0.4746376811594203,0.5543478260869565,False
R+P+F,all,development,223,5,0.5174887892376682,0.47533632286995514,0.5560538116591929,False
R+P+F,all,locked_test,53,5,0.4867924528301887,0.4339622641509434,0.5471698113207547,False
R+P+F+H,100,all_eligible,276,5,0.6202898550724638,0.5507246376811594,0.7463768115942029,False
R+P+F+H,100,development,223,5,0.632286995515695,0.5695067264573991,0.7533632286995515,False
R+P+F+H,100,locked_test,53,5,0.569811320754717,0.4716981132075472,0.7169811320754716,False
R+P+F+H,200,all_eligible,276,5,0.7260869565217392,0.6992753623188406,0.7681159420289855,False
R+P+F+H,200,development,223,5,0.737219730941704,0.7085201793721974,0.7757847533632287,False
R+P+F+H,200,locked_test,53,5,0.6792452830188679,0.6415094339622641,0.7358490566037735,False
R+P+F+H,25,all_eligible,276,5,0.5101449275362319,0.3188405797101449,0.6413043478260869,False
R+P+F+H,25,development,223,5,0.5112107623318386,0.3273542600896861,0.6367713004484304,False
R+P+F+H,25,locked_test,53,5,0.5056603773584906,0.2830188679245283,0.660377358490566,False
R+P+F+H,50,all_eligible,276,5,0.5717391304347826,0.39855072463768115,0.6992753623188406,False
R+P+F+H,50,development,223,5,0.5874439461883408,0.4260089686098655,0.7085201793721974,False
R+P+F+H,50,locked_test,53,5,0.5056603773584906,0.2830188679245283,0.660377358490566,False
R+P+F+H,all,all_eligible,276,5,0.6572463768115941,0.6485507246376812,0.6666666666666666,False
R+P+F+H,all,development,223,5,0.6672645739910313,0.6547085201793722,0.6771300448430493,False
R+P+F+H,all,locked_test,53,5,0.6150943396226415,0.5849056603773585,0.6226415094339622,False
R+P+F+H+M,100,all_eligible,276,5,0.6195652173913043,0.5543478260869565,0.7028985507246377,True
R+P+F+H+M,100,development,223,5,0.632286995515695,0.5650224215246636,0.7085201793721974,True
R+P+F+H+M,100,locked_test,53,5,0.5660377358490566,0.5094339622641509,0.6792452830188679,True
R+P+F+H+M,200,all_eligible,276,5,0.7057971014492753,0.6811594202898551,0.7391304347826086,True
R+P+F+H+M,200,development,223,5,0.7219730941704036,0.6995515695067265,0.7488789237668162,True
R+P+F+H+M,200,locked_test,53,5,0.6377358490566037,0.6037735849056604,0.6981132075471698,True
R+P+F+H+M,25,all_eligible,276,5,0.48840579710144927,0.286231884057971,0.6159420289855072,True
R+P+F+H+M,25,development,223,5,0.4923766816143498,0.30493273542600896,0.6278026905829597,True
R+P+F+H+M,25,locked_test,53,5,0.4716981132075472,0.20754716981132076,0.5660377358490566,True
R+P+F+H+M,50,all_eligible,276,5,0.5253623188405797,0.35507246376811596,0.6195652173913043,True
R+P+F+H+M,50,development,223,5,0.5345291479820627,0.3811659192825112,0.6188340807174888,True
R+P+F+H+M,50,locked_test,53,5,0.4867924528301887,0.24528301886792453,0.6226415094339622,True
R+P+F+H+M,all,all_eligible,276,5,0.6594202898550725,0.644927536231884,0.6739130434782609,True
R+P+F+H+M,all,development,223,5,0.6807174887892377,0.6636771300448431,0.695067264573991,True
R+P+F+H+M,all,locked_test,53,5,0.569811320754717,0.5660377358490566,0.5849056603773585,True
R+P+F+M,100,all_eligible,276,5,0.5507246376811594,0.4927536231884058,0.6304347826086957,True
R+P+F+M,100,development,223,5,0.5551569506726458,0.5067264573991032,0.6278026905829597,True
R+P+F+M,100,locked_test,53,5,0.5320754716981132,0.4339622641509434,0.6415094339622641,True
R+P+F+M,200,all_eligible,276,5,0.6681159420289855,0.6268115942028986,0.7210144927536232,True
R+P+F+M,200,development,223,5,0.6762331838565022,0.6412556053811659,0.7219730941704036,True
R+P+F+M,200,locked_test,53,5,0.6339622641509434,0.5660377358490566,0.7169811320754716,True
R+P+F+M,25,all_eligible,276,5,0.5818840579710145,0.40217391304347827,0.7101449275362319,True
R+P+F+M,25,development,223,5,0.5856502242152466,0.4260089686098655,0.7040358744394619,True
R+P+F+M,25,locked_test,53,5,0.5660377358490566,0.3018867924528302,0.7358490566037735,True
R+P+F+M,50,all_eligible,276,5,0.5268115942028986,0.391304347826087,0.5905797101449275,True
R+P+F+M,50,development,223,5,0.536322869955157,0.4080717488789238,0.600896860986547,True
R+P+F+M,50,locked_test,53,5,0.4867924528301887,0.32075471698113206,0.5660377358490566,True
R+P+F+M,all,all_eligible,276,5,0.6275362318840579,0.6014492753623188,0.6521739130434783,True
R+P+F+M,all,development,223,5,0.6358744394618834,0.6098654708520179,0.6591928251121076,True
R+P+F+M,all,locked_test,53,5,0.5924528301886792,0.5660377358490566,0.6226415094339622,True
R+P+H,100,all_eligible,276,5,0.7115942028985507,0.6847826086956522,0.7463768115942029,False
R+P+H,100,development,223,5,0.7031390134529147,0.6816143497757847,0.7309417040358744,False
R+P+H,100,locked_test,53,5,0.7471698113207547,0.6981132075471698,0.8113207547169812,False
R+P+H,200,all_eligible,276,5,0.6847826086956521,0.6702898550724637,0.7137681159420289,False
R+P+H,200,development,223,5,0.6789237668161435,0.6681614349775785,0.7040358744394619,False
R+P+H,200,locked_test,53,5,0.7094339622641509,0.6792452830188679,0.7547169811320755,False
R+P+H,25,all_eligible,276,5,0.677536231884058,0.5905797101449275,0.7789855072463768,False
R+P+H,25,development,223,5,0.6717488789237668,0.5739910313901345,0.7713004484304933,False
R+P+H,25,locked_test,53,5,0.7018867924528301,0.5849056603773585,0.8113207547169812,False
R+P+H,50,all_eligible,276,5,0.7144927536231884,0.6630434782608695,0.7644927536231884,False
R+P+H,50,development,223,5,0.7031390134529147,0.6591928251121076,0.7533632286995515,False
R+P+H,50,locked_test,53,5,0.7622641509433963,0.6792452830188679,0.8113207547169812,False
R+P+H,all,all_eligible,276,5,0.631159420289855,0.6231884057971014,0.6521739130434783,False
R+P+H,all,development,223,5,0.6260089686098654,0.6143497757847534,0.6502242152466368,False
R+P+H,all,locked_test,53,5,0.6528301886792452,0.6415094339622641,0.660377358490566,False
R+P+H+M,100,all_eligible,276,5,0.6782608695652174,0.6557971014492754,0.6992753623188406,True
R+P+H+M,100,development,223,5,0.683408071748879,0.6591928251121076,0.6995515695067265,True
R+P+H+M,100,locked_test,53,5,0.6566037735849056,0.6226415094339622,0.6981132075471698,True
R+P+H+M,200,all_eligible,276,5,0.6731884057971015,0.6666666666666666,0.6847826086956522,True
R+P+H+M,200,development,223,5,0.6762331838565022,0.6681614349775785,0.6816143497757847,True
R+P+H+M,200,locked_test,53,5,0.660377358490566,0.6415094339622641,0.6981132075471698,True
