fold_type,combination,quantity,feature_mode,macro_equal_group_equal_source_BA,macro_ai_recall,macro_human_recall,macro_recording_weighted_within_experiment_BA,descriptive_mean_single_model_fold_auc,available_held_source_experiments,intended_held_source_experiments,eligible_model_count,omitted_model_count,status
human_source_holdout,D+H,200,values_plus_missing,0.6351001568543819,0.6290179519519944,0.6411823617567695,0.6289875590706507,0.6836607502529429,6,6,28,2,available
human_source_holdout,D+H,all,values_plus_missing,0.6341917809500737,0.626273941104169,0.6421096207959783,0.6280521802830455,0.6838476889440864,6,6,28,2,available
human_source_holdout,D+SC,25,values_plus_missing,0.6242231415965813,0.6492486215078449,0.5991976616853177,0.6185822273029492,0.6745556094850288,6,6,28,2,available
human_source_holdout,D+SC,50,values_plus_missing,0.6290576777038677,0.6527616215586542,0.6053537338490811,0.6213098845670689,0.6781718303749894,6,6,28,2,available
human_source_holdout,D+SC,100,values_plus_missing,0.6272561751665989,0.6406745553448783,0.6138377949883196,0.6227051637494483,0.6843515487436646,6,6,28,2,available
human_source_holdout,D+SC,200,values_plus_missing,0.6222992915682137,0.6351213755434837,0.6094772075929437,0.6127387981310234,0.6805220052738103,6,6,28,2,available
human_source_holdout,D+SC,all,values_plus_missing,0.6225345776038644,0.6368969479365921,0.6081722072711367,0.6121253945069696,0.6796879393496666,6,6,28,2,available
human_source_holdout,D+BC,25,values_plus_missing,0.6139890320549881,0.5412578056612484,0.6867202584487279,0.6081630285902121,0.6609605635933835,6,6,28,2,available
human_source_holdout,D+BC,50,values_plus_missing,0.6123110671307156,0.559066286687875,0.6655558475735563,0.6066385604724175,0.6598713992926204,6,6,28,2,available
human_source_holdout,D+BC,100,values_plus_missing,0.6121771758555433,0.5477136325241015,0.6766407191869851,0.6026890536530226,0.6616603647286113,6,6,28,2,available
human_source_holdout,D+BC,200,values_plus_missing,0.6185319509965471,0.5539266242522225,0.6831372777408716,0.6091586820498428,0.6620195327429472,6,6,28,2,available
human_source_holdout,D+BC,all,values_plus_missing,0.6169186897103366,0.5508159659742371,0.683021413446436,0.6082616478194555,0.6620094916670253,6,6,28,2,available
human_source_holdout,R+P,25,values_plus_missing,0.6237612956185826,0.6960953959155578,0.5514271953216073,0.6177941479104866,0.6676290667889965,6,6,28,2,available
